roberta_pca_1,roberta_pca_2,roberta_pca_3,roberta_pca_4,roberta_pca_5,roberta_pca_6,roberta_pca_7,roberta_pca_8,roberta_pca_9,roberta_pca_10,roberta_pca_11,roberta_pca_12,roberta_pca_13,roberta_pca_14,roberta_pca_15,roberta_pca_16,roberta_pca_17,roberta_pca_18,roberta_pca_19,roberta_pca_20,roberta_pca_21,roberta_pca_22,roberta_pca_23,roberta_pca_24,roberta_pca_25,roberta_pca_26,roberta_pca_27,roberta_pca_28,roberta_pca_29,roberta_pca_30,roberta_pca_31,roberta_pca_32
-0.64889526,0.05071354,-0.15452306,0.0067059994,-0.007931232,0.28218645,-0.18096471,-0.0033179522,-0.14190483,-0.17501831,-0.026684165,0.10977897,0.020887032,-0.09049475,-0.0712775,-0.019711047,-0.05686611,-0.06939995,0.09535003,-0.065690145,-0.08045137,0.07260084,-0.025499105,-0.027592301,-0.0043575987,-0.039339304,0.006505728,-0.051110923,0.06844902,-0.06028664,0.102699935,0.10271159
-0.7926779,-0.19741344,-0.06316347,-0.014655352,0.052094936,0.13518059,-0.06582546,0.10574162,-0.10433185,-0.068384886,-0.08035433,0.01143086,-0.10974799,0.09167375,-0.05760193,0.039236754,-0.041099787,-0.016885877,0.013344407,0.1434906,0.06972915,-0.022904515,0.02214551,0.008788705,0.01808133,0.14350832,-0.031404734,0.051107764,-0.022367,-0.07835746,-0.108655155,-0.0030370355
-0.025945663,-0.40024972,-0.37929255,0.18965816,-0.057059526,-0.019556105,0.033504248,0.02412334,0.004662633,0.05453396,0.07680619,0.049086183,0.1270771,0.0060251653,0.10364413,-0.005161643,0.055194736,0.09504938,0.1349228,0.20336364,0.041681886,-0.03959143,-0.06276178,-0.085078,-0.007847279,-0.053851962,0.057314634,-0.008373737,-0.056064487,-0.029601812,0.074291885,0.09416729
-0.2745285,-0.27031565,-0.04445565,0.1362164,0.06484389,-0.2492953,-0.111903906,0.08586609,0.054542303,-0.11880684,-0.14330626,0.033468813,0.06457103,0.053682476,-0.06424475,0.0419119,0.06189984,0.0022114515,0.15267384,0.11051999,-0.030832946,0.056923747,-0.032681465,0.07261205,0.0032491982,-0.0666039,0.06158209,-0.04683298,0.023678184,-0.029248476,-0.030218124,0.054426968
0.08306694,0.2553692,0.03100028,-0.09787583,-0.007434368,-0.24203712,-0.11123133,-0.0916217,0.05567324,-0.10844827,0.035157084,-0.056524694,-0.021744296,-0.06770185,0.07957578,-0.047672927,-0.037784636,0.03448379,-0.14085025,0.0030128509,-0.013418555,-0.10596812,0.026163816,0.057481527,0.03579776,-0.099722385,0.032356024,0.02702564,0.032598972,0.021890998,-0.06770158,0.052550256
0.57536983,0.30482626,0.29601574,0.03930378,-0.48505926,0.10124278,0.125206,0.04659593,-0.042482734,-0.027937412,0.052578688,0.060016245,-0.02808556,-0.0034644902,0.04061067,-0.04125467,0.076975286,-0.04369092,0.04580462,-0.12073339,-0.015814722,0.02617991,0.12605166,-0.092893004,-0.05464805,-0.0007250309,-0.019116998,-0.051608145,-0.105828404,-0.0062812567,-0.011974752,0.048340976
0.75366974,0.50137424,0.36317393,-0.02728057,-0.06813598,-0.012359679,-0.043652296,-0.19723143,0.04141152,0.027750969,-0.133237,-0.16467421,0.056957535,-0.023436785,-0.012524724,-0.07653326,0.0060136914,-0.049872637,-0.04745394,-0.038762465,0.011773467,-0.024344921,-0.023819685,0.0058404207,0.0026159957,0.04200709,-0.036008358,0.0041792393,-0.02209282,-0.06371415,-0.044739246,-0.04055196
-0.56180096,0.17066574,-0.098983146,-0.08304906,0.04147291,0.35282534,-0.055830717,-0.02634877,0.26618052,-0.1263709,0.035959482,0.056681365,0.055371664,-0.010582179,0.094966054,0.017986238,-0.051426828,0.0066258907,0.051095545,0.037275895,-0.09338939,-0.068795085,-0.00248003,-0.009322286,-0.099668406,-0.009700298,-0.0062725544,0.06793308,0.0005450249,-0.059192896,0.051687896,0.036543846
-1.1480312,0.101816654,0.09898152,-0.178303,-0.16761065,0.03691739,0.14797616,0.064843714,-0.0979321,0.065574646,-0.12425482,-0.059953332,-0.04970701,-0.07370466,-0.0024175644,0.020942032,0.029016972,-0.053877234,-0.00867641,0.017095849,0.08220488,0.08422649,-0.030435085,-0.091849804,-0.0122336075,0.020991445,0.03167939,0.0018632412,0.021666884,0.040735126,-0.016371489,-0.006528586
0.2891941,-0.8614819,0.0064959177,0.13144374,-0.094483376,0.22714579,-0.25716567,0.0077836514,0.13306665,0.073313,-0.03122425,0.04912737,0.16801369,0.030186296,0.037290096,0.013596743,-0.12735641,0.042832613,0.04549855,0.056071892,-0.070195615,0.12270141,-0.037220716,-0.08645284,-0.13493621,-0.047603846,0.006121874,-0.013923585,0.035168886,-0.081518054,0.074183464,-0.0020600557
0.33514595,0.37365627,0.2440619,-0.14395785,-0.060934544,-0.09617525,-0.027643919,0.004614949,0.20351803,-0.04410577,-0.09680164,0.00403136,0.088017896,-0.10165712,0.049747705,-0.0658516,0.00059854984,-0.06693816,0.023688793,-0.05310546,-0.018519163,0.01090312,-0.00817132,-0.026038647,-0.0036378875,0.01214087,-0.09493911,0.043560147,-0.0024625063,0.017339349,-0.09011662,-0.022952914
-0.13374901,-0.06997442,0.13455625,0.30343652,-0.095599174,-0.0026922822,-0.08798337,-0.07541332,0.10376489,-0.09853482,-0.13192177,0.118448704,0.10552731,-0.09444681,0.03287983,0.03796771,0.030712783,0.13553572,0.009420097,0.035416648,0.02768892,0.024736762,-0.039859056,-0.027986288,-0.082262404,-0.030664563,-0.0770123,-0.07962501,-0.040424943,0.03225255,-0.047459245,0.08026311
